,PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP_x,PTS_x,REB_x,AST_x,STL_x,BLK_x,GP_y,PTS_y,REB_y,AST_y,STL_y,BLK_y,GAME_DATE,2021-22
10,203507,Giannis Antetokounmpo,Bucks,Forward,6-11,242,Greece,1994-12-06T00:00:00,8,15,656,21.8,9.4,4.6,1.2,1.3,656,21.8,9.4,4.6,1.2,1.3,APR 22 2022,"$39,344,970"
11,203648,Thanasis Antetokounmpo,Bucks,Forward,6-6,219,Greece,1992-07-18T00:00:00,3,51,127,3.1,2.0,0.7,0.4,0.2,127,3.1,2.0,0.7,0.4,0.2,APR 22 2022,"$1,729,217"
12,2546,Carmelo Anthony,Lakers,Forward,6-7,238,USA,1984-05-29T00:00:00,18,3,1260,22.5,6.2,2.7,1.0,0.5,1260,22.5,6.2,2.7,1.0,0.5,,"$2,641,691"
13,1630175,Cole Anthony,Magic,Guard,6-3,185,USA,2000-05-15T00:00:00,1,15,112,14.9,5.1,5.0,0.7,0.3,112,14.9,5.1,5.0,0.7,0.3,,"$3,449,400"
14,1628384,OG Anunoby,Raptors,Forward,6-7,232,United Kingdom,1997-07-17T00:00:00,4,23,301,10.4,4.1,1.4,1.1,0.5,301,10.4,4.1,1.4,1.1,0.5,APR 23 2022,"$16,071,429"
15,1627853,Ryan Arcidiacono,Bulls,Guard,6-3,195,USA,1994-03-26T00:00:00,4,Undrafted,217,4.6,2.0,2.1,0.5,0.0,217,4.6,2.0,2.1,0.5,0.0,,"$586,136"
16,201571,D.J. Augustin,Lakers,Guard,5-11,183,USA,1987-11-10T00:00:00,13,9,976,9.5,1.8,3.9,0.6,0.0,976,9.5,1.8,3.9,0.6,0.0,,"$7,622,467"
17,1630166,Deni Avdija,Wizards,Forward,6-9,210,Israel,2001-01-03T00:00:00,1,9,136,7.6,5.1,1.7,0.7,0.4,136,7.6,5.1,1.7,0.7,0.4,,"$4,692,840"
18,1629028,Deandre Ayton,Suns,Center,6-11,250,Bahamas,1998-07-23T00:00:00,3,1,236,16.3,10.5,1.6,0.7,1.0,236,16.3,10.5,1.6,0.7,1.0,APR 22 2022,"$12,632,950"
19,1628962,Udoka Azubuike,Jazz,Center-Forward,7-0,270,Nigeria,1999-09-17T00:00:00,1,27,32,3.0,2.6,0.0,0.1,0.5,32,3.0,2.6,0.0,0.1,0.5,APR 21 2022,"$2,075,880"
20,1628963,Marvin Bagley III,Pistons,Forward,6-11,235,USA,1999-03-14T00:00:00,3,2,166,13.6,7.4,0.9,0.5,0.7,166,13.6,7.4,0.9,0.5,0.7,,"$11,312,114"
21,1630163,LaMelo Ball,Hornets,Guard,6-7,180,USA,2001-08-22T00:00:00,1,3,126,18.3,6.4,7.0,1.6,0.4,126,18.3,6.4,7.0,1.6,0.4,,"$8,231,760"
22,1628366,Lonzo Ball,Bulls,Guard,6-6,190,USA,1997-10-27T00:00:00,4,2,252,11.9,5.7,6.2,1.6,0.6,252,11.9,5.7,6.2,1.6,0.6,APR 22 2022,"$18,604,651"
23,1628964,Mo Bamba,Magic,Center,7-0,231,USA,1998-05-12T00:00:00,3,6,226,7.7,6.1,0.9,0.4,1.4,226,7.7,6.1,0.9,0.4,1.4,,"$7,568,742"
24,1630217,Desmond Bane,Grizzlies,Guard,6-5,215,USA,1998-06-25T00:00:00,1,30,144,14.0,3.8,2.3,0.9,0.3,144,14.0,3.8,2.3,0.9,0.3,APR 21 2022,"$2,033,160"
25,1630625,Dalano Banton,Raptors,Forward,6-7,204,Canada,1999-11-07T00:00:00,0,46,64,3.2,1.9,1.5,0.4,0.2,64,3.2,1.9,1.5,0.4,0.2,APR 23 2022,"$925,258"
26,203084,Harrison Barnes,Kings,Forward,6-8,225,USA,1992-05-30T00:00:00,9,7,747,14.1,5.1,1.8,0.7,0.2,747,14.1,5.1,1.8,0.7,0.2,,"$20,284,091"
27,1630567,Scottie Barnes,Raptors,Forward,6-7,225,USA,2001-08-01T00:00:00,0,4,74,15.3,7.5,3.5,1.1,0.7,74,15.3,7.5,3.5,1.1,0.7,APR 23 2022,"$7,280,520"
28,1629628,RJ Barrett,Knicks,Forward-Guard,6-6,214,Canada,2000-06-14T00:00:00,2,3,198,17.5,5.6,2.9,0.8,0.3,198,17.5,5.6,2.9,0.8,0.3,,"$8,623,920"
29,203115,Will Barton,Nuggets,Guard,6-5,181,USA,1991-01-06T00:00:00,9,40,623,11.6,4.3,2.7,0.8,0.4,623,11.6,4.3,2.7,0.8,0.4,APR 21 2022,"$15,384,615"
30,1629646,Charles Bassey,76ers,Center-Forward,6-9,230,Nigeria,2000-10-28T00:00:00,0,53,23,3.0,2.7,0.3,0.2,0.7,23,3.0,2.7,0.3,0.2,0.7,APR 23 2022,"$925,258"
31,1628966,Keita Bates-Diop,Spurs,Forward,6-8,229,USA,1996-01-23T00:00:00,3,48,163,5.2,3.0,0.6,0.5,0.3,163,5.2,3.0,0.6,0.5,0.3,,"$1,729,217"
32,201587,Nicolas Batum,Clippers,Guard-Forward,6-8,230,France,1988-12-14T00:00:00,13,25,915,11.1,5.1,3.5,1.0,0.6,915,11.1,5.1,3.5,1.0,0.6,,"$12,213,507"
33,203145,Kent Bazemore,Lakers,Guard-Forward,6-4,195,USA,1989-07-01T00:00:00,9,Undrafted,657,8.2,3.2,1.8,1.0,0.5,657,8.2,3.2,1.8,1.0,0.5,,"$2,401,537"
34,1629647,Darius Bazley,Thunder,Forward,6-8,208,USA,2000-06-12T00:00:00,2,23,185,10.0,5.8,1.3,0.6,0.7,185,10.0,5.8,1.3,0.6,0.7,,"$2,513,040"
35,203078,Bradley Beal,Wizards,Guard,6-4,207,USA,1993-06-28T00:00:00,9,3,645,22.1,4.1,4.2,1.1,0.4,645,22.1,4.1,4.2,1.1,0.4,,"$34,502,130"
36,1627736,Malik Beasley,Timberwolves,Guard,6-4,187,USA,1996-11-26T00:00:00,5,19,336,10.4,2.5,1.2,0.6,0.1,336,10.4,2.5,1.2,0.6,0.1,APR 21 2022,"$14,391,964"
37,202722,Davis Bertans,Mavericks,Forward,6-10,225,Latvia,1992-11-12T00:00:00,5,42,387,8.2,2.7,1.0,0.4,0.4,387,8.2,2.7,1.0,0.4,0.4,APR 21 2022,"$16,000,000"
38,201976,Patrick Beverley,Timberwolves,Guard,6-1,180,USA,1988-07-12T00:00:00,9,42,526,8.8,4.3,3.5,1.1,0.5,526,8.8,4.3,3.5,1.1,0.5,APR 21 2022,"$14,320,988"
39,1630180,Saddiq Bey,Pistons,Forward,6-7,215,USA,1999-04-09T00:00:00,1,19,152,14.3,5.0,2.2,0.8,0.2,152,14.3,5.0,2.2,0.8,0.2,,"$2,824,320"
40,203920,Khem Birch,Raptors,Center,6-9,233,Canada,1992-09-28T00:00:00,4,Undrafted,262,5.2,4.6,1.0,0.5,0.6,262,5.2,4.6,1.0,0.5,0.6,APR 23 2022,"$6,350,000"
41,1629048,Goga Bitadze,Pacers,Center-Forward,7-0,250,Georgia,1999-07-20T00:00:00,2,18,149,5.0,2.9,0.8,0.3,0.9,149,5.0,2.9,0.8,0.3,0.9,,"$3,098,400"
42,202687,Bismack Biyombo,Suns,Center,6-8,255,DRC,1992-08-28T00:00:00,10,7,738,5.2,6.1,0.6,0.3,1.3,738,5.2,6.1,0.6,0.3,1.3,APR 22 2022,"$1,366,392"
43,202357,Nemanja Bjelica,Warriors,Forward,6-9,234,Serbia,1988-05-09T00:00:00,6,35,449,7.6,4.6,1.8,0.6,0.4,449,7.6,4.6,1.8,0.6,0.4,APR 21 2022,"$2,089,448"
44,202339,Eric Bledsoe,Trail Blazers,Guard,6-1,214,USA,1989-12-09T00:00:00,11,18,756,13.7,3.9,4.7,1.4,0.5,756,13.7,3.9,4.7,1.4,0.5,,"$18,125,000"
45,1629833,Keljin Blevins,Trail Blazers,Guard,6-4,200,USA,1995-11-24T00:00:00,1,,48,2.2,1.1,0.5,0.3,0.0,48,2.2,1.1,0.5,0.3,0.0,,
46,203992,Bogdan Bogdanovic,Hawks,Guard,6-6,225,Serbia,1992-08-18T00:00:00,4,27,316,14.2,3.4,3.4,1.0,0.2,316,14.2,3.4,3.4,1.0,0.2,APR 22 2022,"$18,000,000"
47,202711,Bojan Bogdanovic,Jazz,Forward,6-7,226,Croatia,1989-04-18T00:00:00,7,31,603,15.0,3.6,1.6,0.6,0.1,603,15.0,3.6,1.6,0.6,0.1,APR 21 2022,"$18,700,000"
48,1629626,Bol Bol,Magic,Center-Forward,7-2,220,Sudan,1999-11-16T00:00:00,2,44,53,2.7,1.2,0.3,0.1,0.3,53,2.7,1.2,0.3,0.1,0.3,,"$2,161,152"
49,1630195,Leandro Bolmaro,Timberwolves,Forward,6-6,200,Argentina,2000-09-11T00:00:00,0,23,35,1.4,1.2,0.6,0.2,0.0,35,1.4,1.2,0.6,0.2,0.0,APR 21 2022,"$2,353,320"
50,1629067,Isaac Bonga,Raptors,Guard,6-8,180,Germany,1999-11-08T00:00:00,3,39,143,3.1,2.2,0.8,0.5,0.3,143,3.1,2.2,0.8,0.5,0.3,APR 23 2022,"$1,729,217"
51,1626164,Devin Booker,Suns,Guard,6-5,206,USA,1996-10-30T00:00:00,6,13,477,23.5,3.9,4.7,0.8,0.3,477,23.5,3.9,4.7,0.8,0.3,APR 22 2022,"$31,610,000"
52,1630527,Brandon Boston Jr.,Clippers,Guard,6-6,188,USA,2001-11-28T00:00:00,0,51,51,6.7,2.2,1.0,0.5,0.3,51,6.7,2.2,1.0,0.5,0.3,,"$925,258"
53,1628449,Chris Boucher,Raptors,Forward-Center,6-9,200,Saint Lucia,1993-01-11T00:00:00,4,Undrafted,231,9.0,5.3,0.5,0.5,1.2,231,9.0,5.3,0.5,0.5,1.2,APR 23 2022,"$7,009,615"
54,1630547,James Bouknight,Hornets,Guard,6-4,190,USA,2000-09-18T00:00:00,0,11,31,4.6,1.7,0.8,0.2,0.0,31,4.6,1.7,0.8,0.2,0.0,,"$4,154,400"
55,202340,Avery Bradley,Lakers,Guard,6-3,180,USA,1990-11-26T00:00:00,11,19,660,11.0,2.8,1.7,1.0,0.2,660,11.0,2.8,1.7,1.0,0.2,,"$2,641,691"
56,1628396,Tony Bradley,Bulls,Center-Forward,6-10,248,USA,1998-01-08T00:00:00,4,28,167,4.6,4.3,0.5,0.2,0.6,167,4.6,4.3,0.5,0.2,0.6,APR 22 2022,"$1,789,256"
57,1629649,Ignas Brazdeikis,Magic,Forward,6-6,221,Canada,1999-01-08T00:00:00,2,47,64,5.0,1.9,0.9,0.2,0.1,64,5.0,1.9,0.9,0.2,0.1,,
58,1628969,Mikal Bridges,Suns,Forward,6-6,209,USA,1996-08-30T00:00:00,3,10,309,11.3,3.9,2.1,1.3,0.6,309,11.3,3.9,2.1,1.3,0.6,APR 22 2022,"$5,557,725"
59,1628970,Miles Bridges,Hornets,Forward,6-7,225,USA,1998-03-21T00:00:00,3,12,291,13.4,5.6,2.3,0.7,0.7,291,13.4,5.6,2.3,0.7,0.7,,"$5,421,493"
60,1629052,Oshae Brissett,Pacers,Forward-Guard,6-7,210,Canada,1998-06-20T00:00:00,2,Undrafted,107,8.2,4.7,0.9,0.6,0.5,107,8.2,4.7,0.9,0.6,0.5,,"$1,701,593"
61,1627763,Malcolm Brogdon,Pacers,Guard,6-5,229,USA,1992-12-11T00:00:00,5,36,333,15.5,4.2,4.8,0.9,0.2,333,15.5,4.2,4.8,0.9,0.2,,"$21,700,000"
62,1629717,Armoni Brooks,Raptors,Guard,6-3,195,USA,1998-06-05T00:00:00,1,,74,6.9,2.3,1.2,0.5,0.2,74,6.9,2.3,1.2,0.5,0.2,APR 23 2022,"$1,625,991"
63,1628415,Dillon Brooks,Grizzlies,Guard-Forward,6-7,225,Canada,1996-01-22T00:00:00,4,45,272,14.5,3.0,2.0,1.0,0.3,272,14.5,3.0,2.0,1.0,0.3,APR 21 2022,"$12,200,000"
64,1628971,Bruce Brown,Nets,Guard-Forward,6-4,202,USA,1996-08-15T00:00:00,3,42,269,7.6,4.3,2.1,0.9,0.5,269,7.6,4.3,2.1,0.9,0.5,APR 23 2022,"$4,736,102"
65,1627759,Jaylen Brown,Celtics,Guard-Forward,6-6,223,USA,1996-10-24T00:00:00,5,3,403,16.5,4.9,2.0,0.9,0.4,403,16.5,4.9,2.0,0.9,0.4,APR 23 2022,"$24,830,357"
66,1629650,Moses Brown,Cavaliers,Center,7-2,245,USA,1999-10-13T00:00:00,2,Undrafted,92,6.0,5.8,0.1,0.4,0.7,92,6.0,5.8,0.1,0.4,0.7,,"$1,720,779"
67,1628425,Sterling Brown,Mavericks,Guard-Forward,6-5,219,USA,1995-02-10T00:00:00,4,46,264,5.4,3.3,1.0,0.5,0.2,264,5.4,3.3,1.0,0.5,0.2,APR 21 2022,"$3,000,000"
68,1630535,Greg Brown III,Trail Blazers,Forward,6-7,206,USA,2001-09-01T00:00:00,0,43,48,4.7,2.8,0.7,0.5,0.5,48,4.7,2.8,0.7,0.5,0.5,,"$925,258"
69,1629718,Charlie Brown Jr.,76ers,Guard,6-6,199,USA,1997-02-02T00:00:00,2,Undrafted,41,2.2,1.3,0.4,0.4,0.2,41,2.2,1.3,0.4,0.4,0.2,APR 23 2022,
70,1630602,Chaundee Brown Jr.,Hawks,Forward,6-5,215,USA,1998-12-04T00:00:00,0,Undrafted,5,6.2,3.2,0.8,0.4,0.0,5,6.2,3.2,0.8,0.4,0.0,APR 22 2022,
71,1628972,Troy Brown Jr.,Bulls,Guard-Forward,6-6,215,USA,1999-07-28T00:00:00,3,15,221,6.4,3.8,1.6,0.7,0.1,221,6.4,3.8,1.6,0.7,0.1,APR 22 2022,"$5,170,564"
72,1628973,Jalen Brunson,Mavericks,Guard,6-1,190,USA,1996-08-31T00:00:00,3,33,277,11.9,3.0,3.7,0.6,0.0,277,11.9,3.0,3.7,0.6,0.0,APR 21 2022,"$1,802,057"
73,1628418,Thomas Bryant,Wizards,Center-Forward,6-10,248,USA,1997-07-31T00:00:00,4,42,170,10.2,5.7,1.3,0.4,0.9,170,10.2,5.7,1.3,0.4,0.9,,"$8,730,159"
74,203493,Reggie Bullock,Mavericks,Guard-Forward,6-6,205,USA,1991-03-16T00:00:00,8,25,434,7.8,2.5,1.2,0.6,0.1,434,7.8,2.5,1.2,0.6,0.1,APR 21 2022,"$9,536,000"
75,203504,Trey Burke,Mavericks,Guard,6-0,185,USA,1992-11-12T00:00:00,8,9,498,9.6,1.8,3.1,0.6,0.1,498,9.6,1.8,3.1,0.6,0.1,APR 21 2022,"$3,333,333"
76,202692,Alec Burks,Knicks,Guard,6-6,214,USA,1991-07-20T00:00:00,10,12,625,10.6,3.5,2.0,0.7,0.2,625,10.6,3.5,2.0,0.7,0.2,,"$9,536,000"
77,1630215,Jared Butler,Jazz,Guard,6-3,193,USA,2000-08-25T00:00:00,0,40,42,3.8,1.1,1.5,0.4,0.2,42,3.8,1.1,1.5,0.4,0.2,APR 21 2022,"$925,258"
78,202710,Jimmy Butler,Heat,Forward,6-7,230,USA,1989-09-14T00:00:00,10,30,690,17.7,5.3,4.1,1.6,0.5,690,17.7,5.3,4.1,1.6,0.5,APR 22 2022,"$36,016,200"
79,1629719,Devontae Cacok,Spurs,Forward,6-7,240,USA,1996-10-08T00:00:00,2,Undrafted,36,2.5,2.2,0.2,0.4,0.3,36,2.5,2.2,0.2,0.4,0.3,,"$364,533"
80,203484,Kentavious Caldwell-Pope,Wizards,Guard,6-5,204,USA,1993-02-18T00:00:00,8,8,683,11.6,3.1,1.7,1.1,0.2,683,11.6,3.1,1.7,1.1,0.2,,"$13,038,862"
81,1630267,Facundo Campazzo,Nuggets,Guard,5-10,195,Argentina,1991-03-23T00:00:00,1,Undrafted,130,5.6,1.9,3.5,1.1,0.3,130,5.6,1.9,3.5,1.1,0.3,APR 21 2022,"$3,804,150"
82,1628427,Vlatko Cancar,Nuggets,Forward,6-8,236,Slovenia,1997-04-10T00:00:00,2,49,70,2.3,1.3,0.5,0.2,0.1,70,2.3,1.3,0.5,0.2,0.1,APR 21 2022,"$1,782,621"
83,1629962,Devin Cannady,Magic,Guard,6-2,183,USA,1996-05-21T00:00:00,1,,13,6.5,0.8,0.8,0.8,0.3,13,6.5,0.8,0.8,0.8,0.3,,"$100,000"
84,203991,Clint Capela,Hawks,Center,6-10,256,Switzerland,1994-05-18T00:00:00,7,25,471,12.4,10.7,1.0,0.7,1.5,471,12.4,10.7,1.0,0.7,1.5,APR 22 2022,"$17,103,448"
85,1630176,Vernon Carey Jr.,Wizards,Forward-Center,6-9,270,USA,2001-02-25T00:00:00,1,32,26,2.5,1.5,0.1,0.1,0.2,26,2.5,1.5,0.1,0.1,0.2,,"$1,517,981"
86,1628975,Jevon Carter,Bucks,Guard,6-1,200,USA,1995-09-14T00:00:00,3,32,223,4.4,1.7,1.4,0.6,0.2,223,4.4,1.7,1.4,0.6,0.2,APR 22 2022,"$4,107,149"
87,1628976,Wendell Carter Jr.,Magic,Center-Forward,6-10,270,USA,1999-04-16T00:00:00,3,7,203,12.2,8.9,2.0,0.6,0.9,203,12.2,8.9,2.0,0.6,0.9,,"$6,920,027"
88,1627936,Alex Caruso,Bulls,Guard,6-5,186,USA,1994-02-28T00:00:00,4,Undrafted,225,6.2,2.5,2.7,1.1,0.3,225,6.2,2.5,2.7,1.1,0.3,APR 22 2022,"$8,604,651"
89,1630551,Justin Champagnie,Raptors,Guard-Forward,6-6,206,USA,2001-06-29T00:00:00,0,Undrafted,36,2.3,2.0,0.3,0.2,0.1,36,2.3,2.0,0.3,0.2,0.1,APR 23 2022,
90,1629185,Chris Chiozza,Warriors,Guard,5-11,175,USA,1995-11-21T00:00:00,3,Undrafted,91,3.3,1.3,2.4,0.5,0.1,91,3.3,1.3,2.4,0.5,0.1,APR 21 2022,
91,1627737,Marquese Chriss,Mavericks,Forward,6-9,240,USA,1997-07-02T00:00:00,5,8,292,7.6,4.7,1.0,0.6,0.8,292,7.6,4.7,1.0,0.6,0.8,APR 21 2022,"$958,529"
92,1630528,Josh Christopher,Rockets,Guard,6-3,215,USA,2001-12-08T00:00:00,0,24,74,7.9,2.5,2.0,0.9,0.2,74,7.9,2.5,2.0,0.9,0.2,,"$2,259,240"
93,1629109,Gary Clark,Pelicans,Forward,6-6,225,USA,1994-11-16T00:00:00,3,Undrafted,170,3.1,2.5,0.5,0.3,0.4,170,3.1,2.5,0.5,0.3,0.4,APR 22 2022,"$377,645"
94,1629634,Brandon Clarke,Grizzlies,Forward,6-8,215,Canada,1996-09-19T00:00:00,2,21,181,10.9,5.6,1.4,0.7,0.9,181,10.9,5.6,1.4,0.7,0.9,APR 21 2022,"$2,726,880"
95,203903,Jordan Clarkson,Jazz,Guard,6-4,194,USA,1992-06-07T00:00:00,7,46,600,15.4,3.3,2.5,0.9,0.1,600,15.4,3.3,2.5,0.9,0.1,APR 21 2022,"$12,420,000"
96,1629651,Nic Claxton,Nets,Forward-Center,6-11,215,USA,1999-04-17T00:00:00,2,31,94,7.3,5.0,0.9,0.5,1.1,94,7.3,5.0,0.9,0.5,1.1,APR 23 2022,"$1,782,621"
97,1629599,Amir Coffey,Clippers,Guard-Forward,6-7,210,USA,1997-06-17T00:00:00,2,Undrafted,131,6.2,2.0,1.2,0.4,0.1,131,6.2,2.0,1.2,0.4,0.1,,"$153,488"
98,1628381,John Collins,Hawks,Forward-Center,6-9,226,USA,1997-09-23T00:00:00,4,19,293,16.5,8.3,1.6,0.6,1.0,293,16.5,8.3,1.6,0.6,1.0,APR 22 2022,"$23,000,000"
99,1628380,Zach Collins,Spurs,Forward-Center,6-11,250,USA,1997-11-19T00:00:00,3,10,182,6.0,4.2,1.1,0.3,0.7,182,6.0,4.2,1.1,0.3,0.7,,"$6,984,127"
100,201144,Mike Conley,Jazz,Guard,6-1,175,USA,1987-10-11T00:00:00,14,4,958,14.8,3.0,5.6,1.4,0.2,958,14.8,3.0,5.6,1.4,0.2,APR 21 2022,"$21,000,000"
101,1626192,Pat Connaughton,Bucks,Guard,6-5,209,USA,1993-01-06T00:00:00,6,41,417,5.9,3.3,1.2,0.5,0.3,417,5.9,3.3,1.2,0.5,0.3,APR 22 2022,"$5,333,333"
102,1629076,Tyler Cook,Bulls,Forward,6-8,255,USA,1997-09-23T00:00:00,2,Undrafted,65,3.8,2.5,0.3,0.2,0.1,65,3.8,2.5,0.3,0.2,0.1,APR 22 2022,
103,1630536,Sharife Cooper,Hawks,Guard,6-1,176,USA,2001-06-11T00:00:00,0,48,13,0.5,0.4,0.4,0.0,0.0,13,0.5,0.4,0.4,0.0,0.0,APR 22 2022,
104,202326,DeMarcus Cousins,Nuggets,Center,6-10,270,USA,1990-08-13T00:00:00,10,5,654,19.6,10.2,3.0,1.3,1.1,654,19.6,10.2,3.0,1.3,1.1,APR 21 2022,"$1,290,481"
105,203496,Robert Covington,Clippers,Forward,6-7,209,USA,1990-12-14T00:00:00,8,Undrafted,537,11.6,5.8,1.5,1.6,1.0,537,11.6,5.8,1.5,1.6,1.0,,"$12,975,471"
106,1628470,Torrey Craig,Suns,Forward,6-7,221,USA,1990-12-19T00:00:00,4,Undrafted,300,5.7,3.6,0.9,0.5,0.5,300,5.7,3.6,0.9,0.5,0.5,APR 22 2022,"$4,878,049"
107,203109,Jae Crowder,Suns,Forward,6-6,235,USA,1990-07-06T00:00:00,9,34,735,9.6,4.3,1.6,1.0,0.3,735,9.6,4.3,1.6,1.0,0.3,APR 22 2022,"$9,720,900"
108,1629633,Jarrett Culver,Grizzlies,Guard-Forward,6-6,195,USA,1999-02-20T00:00:00,2,6,134,6.6,2.7,1.2,0.7,0.4,134,6.6,2.7,1.2,0.7,0.4,APR 21 2022,"$6,395,160"
109,1630595,Cade Cunningham,Pistons,Guard,6-6,220,USA,2001-09-25T00:00:00,0,1,64,17.4,5.5,5.6,1.2,0.7,64,17.4,5.5,5.6,1.2,0.7,,"$10,050,120"
110,203552,Seth Curry,Nets,Guard,6-2,185,USA,1990-08-23T00:00:00,7,Undrafted,377,11.3,2.2,2.2,0.7,0.1,377,11.3,2.2,2.2,0.7,0.1,APR 23 2022,"$8,186,047"
111,201939,Stephen Curry,Warriors,Guard,6-2,185,USA,1988-03-14T00:00:00,12,7,826,24.3,4.6,6.5,1.7,0.2,826,24.3,4.6,6.5,1.7,0.2,APR 21 2022,"$45,780,966"
112,203076,Anthony Davis,Lakers,Forward-Center,6-10,253,USA,1993-03-11T00:00:00,9,1,604,23.8,10.2,2.3,1.4,2.3,604,23.8,10.2,2.3,1.4,2.3,,"$35,361,360"
113,202334,Ed Davis,Cavaliers,Center-Forward,6-9,218,USA,1989-06-05T00:00:00,11,13,722,5.9,6.4,0.7,0.5,0.8,722,5.9,6.4,0.7,0.5,0.8,,"$2,641,691"
114,1629056,Terence Davis,Kings,Guard,6-4,201,USA,1997-05-16T00:00:00,2,Undrafted,163,8.5,3.0,1.5,0.7,0.2,163,8.5,3.0,1.5,0.7,0.2,,"$4,000,000"
115,201942,DeMar DeRozan,Bulls,Guard-Forward,6-6,220,USA,1989-08-07T00:00:00,12,9,957,20.8,4.4,3.9,1.0,0.3,957,20.8,4.4,3.9,1.0,0.3,APR 22 2022,"$26,000,000"
116,203473,Dewayne Dedmon,Heat,Center,7-0,245,USA,1989-08-12T00:00:00,8,Undrafted,477,6.4,5.9,0.7,0.5,0.8,477,6.4,5.9,0.7,0.5,0.8,APR 22 2022,"$5,256,308"
117,1628978,Donte DiVincenzo,Kings,Guard,6-4,203,USA,1997-01-31T00:00:00,3,17,201,9.0,4.6,2.5,1.1,0.2,201,9.0,4.6,2.5,1.1,0.2,,"$4,675,830"
118,1628977,Hamidou Diallo,Pistons,Guard,6-5,202,USA,1998-07-31T00:00:00,3,45,207,8.4,3.9,1.1,0.8,0.3,207,8.4,3.9,1.1,0.8,0.3,,"$5,200,000"
119,203476,Gorgui Dieng,Hawks,Center,6-10,248,Senegal,1990-01-18T00:00:00,8,21,597,7.5,5.7,1.3,0.8,0.9,597,7.5,5.7,1.3,0.8,0.9,APR 22 2022,"$4,000,000"
120,203915,Spencer Dinwiddie,Mavericks,Guard,6-6,215,USA,1993-04-06T00:00:00,7,38,387,13.0,3.0,5.0,0.7,0.3,387,13.0,3.0,5.0,0.7,0.3,APR 21 2022,"$17,142,857"
121,1629029,Luka Doncic,Mavericks,Forward-Guard,6-7,230,Slovenia,1999-02-28T00:00:00,3,3,264,26.4,8.5,8.0,1.1,0.4,264,26.4,8.5,8.0,1.1,0.4,APR 21 2022,"$10,174,391"
122,1629652,Luguentz Dort,Thunder,Guard,6-3,215,Canada,1999-04-19T00:00:00,2,Undrafted,139,13.3,3.5,1.5,0.9,0.3,139,13.3,3.5,1.5,0.9,0.3,,"$1,782,621"
123,1630245,Ayo Dosunmu,Bulls,Guard,6-4,200,USA,2000-01-17T00:00:00,0,38,77,8.8,2.8,3.3,0.8,0.4,77,8.8,2.8,3.3,0.8,0.4,APR 22 2022,"$925,258"
